"DDKey","SortNumber","LCID","SeqNo","DisplayValue","CatalogID",
"CLS$HIP","","2052","0","关模高压","PETSequence",
"CLS$HIP","","1028","0","關模高壓","PETSequence",
"CLS$HIP","","1033","0","","PETSequence",
"O_Name","1","2052","0","输出点名称","PETSequence",
"O_Name","1","1028","0","輸出點名稱","PETSequence",
"O_Name","1","1033","0","","PETSequence",
"ModeSource","1","2052","0","原值","PETSequence",
"ModeSource","1","1028","0","原值","PETSequence",
"ModeSource","1","1033","0","","PETSequence",
"XF3_CPRE","1","2052","0","開關模，檢查中子終點","PETSequence",
"XF3_CPRE","1","1028","0","開關模，檢查中子終點","PETSequence",
"XF3_CPRE","1","1033","0","","PETSequence",
"INJ6ND","1","2052","0","射出六","PETSequence",
"INJ6ND","1","1028","0","射出六","PETSequence",
"INJ6ND","1","1033","0","","PETSequence",
"INJ5ND","1","2052","0","射出五","PETSequence",
"INJ5ND","1","1028","0","射出五","PETSequence",
"INJ5ND","1","1033","0","","PETSequence",
"CO8_PDT","1","2052","0","FLOW ZERO, ALSO MAKE PUMPER DELAY OFF(CO8_PDT)","PETSequence",
"CO8_PDT","1","1028","0","FLOW ZERO, ALSO MAKE PUMPER DELAY OFF(CO8_PDT)","PETSequence",
"CO8_PDT","1","1033","0","FLOW ZERO, ALSO MAKE PUMPER DELAY OFF(CO8_PDT)","PETSequence",
"INJ4ND","","2052","0","射出四","PETSequence",
"INJ4ND","","1028","0","射出四","PETSequence",
"INJ4ND","","1033","0","","PETSequence",
"COA_INCH","1","2052","0","0: 位置尺長度單位 MM  1: 位置尺長度單位 INCH(COA_INCH)","PETSequence",
"COA_INCH","1","1028","0","0: 位置尺長度單位 MM  1: 位置尺長度單位 INCH(COA_INCH)","PETSequence",
"COA_INCH","1","1033","0","","PETSequence",
"PB_ID","1","2052","0","输入点编号","PETSequence",
"PB_ID","1","1028","0","輸入點編號","PETSequence",
"PB_ID","1","1033","0","","PETSequence",
"ADJ$FWD","1","2052","0","调模进","PETSequence",
"ADJ$FWD","1","1028","0","調模進","PETSequence",
"ADJ$FWD","1","1033","0","","PETSequence",
"Outputs","1","2052","0","输出点","PETSequence",
"Outputs","1","1028","0","輸出點","PETSequence",
"Outputs","1","1033","0","","PETSequence",
"CHR3RD","","2052","0","储料三","PETSequence",
"CHR3RD","","1028","0","儲料三","PETSequence",
"CHR3RD","","1033","0","","PETSequence",
"ADJ$BWD","1","2052","0","调模退","PETSequence",
"ADJ$BWD","1","1028","0","調模退","PETSequence",
"ADJ$BWD","1","1033","0","","PETSequence",
"EJT$BWD","1","2052","0","脱模退","PETSequence",
"EJT$BWD","1","1028","0","脫模退","PETSequence",
"EJT$BWD","1","1033","0","","PETSequence",
"PC_ID","1","2052","0","输出点编号","PETSequence",
"PC_ID","1","1028","0","輸出點編號","PETSequence",
"PC_ID","1","1033","0","","PETSequence",
"EJT$FWD","1","2052","0","脱模进","PETSequence",
"EJT$FWD","1","1028","0","脫模進","PETSequence",
"EJT$FWD","1","1033","0","","PETSequence",
"CLS$PL","","2052","0","关模低压","PETSequence",
"CLS$PL","","1028","0","關模低壓","PETSequence",
"CLS$PL","","1033","0","","PETSequence",
"PCSequence","1","2052","0","标准PC动作流程图","PETSequence",
"PCSequence","1","1028","0","標準PC動作流程圖","PETSequence",
"PCSequence","1","1033","0","","PETSequence",
"REL$PRE","","2052","0","泄压","PETSequence",
"REL$PRE","","1028","0","洩壓","PETSequence",
"REL$PRE","","1033","0","","PETSequence",
"COOLER","","2052","0","冷却","PETSequence",
"COOLER","","1028","0","冷卻","PETSequence",
"COOLER","","1033","0","","PETSequence",
"OPN$HIP","","2052","0","开模高压","PETSequence",
"OPN$HIP","","1028","0","開模高壓","PETSequence",
"OPN$HIP","","1033","0","","PETSequence",
"INJ3RD","","2052","0","射出三","PETSequence",
"INJ3RD","","1028","0","射出三","PETSequence",
"INJ3RD","","1033","0","","PETSequence",
"ModeName","1","2052","0","新值","PETSequence",
"ModeName","1","1028","0","新值","PETSequence",
"ModeName","1","1033","0","New Value","PETSequence",
"INJ1ST","","2052","0","射出一","PETSequence",
"INJ1ST","","1028","0","射出一","PETSequence",
"INJ1ST","","1033","0","","PETSequence",
"OPN$SLW1","","2052","0","开模一慢","PETSequence",
"OPN$SLW1","","1028","0","開模一慢","PETSequence",
"OPN$SLW1","","1033","0","","PETSequence",
"CLS$FST","","2052","0","关模快速","PETSequence",
"CLS$FST","","1028","0","關模快速","PETSequence",
"CLS$FST","","1033","0","","PETSequence",
"NOZ$FWD","","2052","0","座台进","PETSequence",
"NOZ$FWD","","1028","0","座台進","PETSequence",
"NOZ$FWD","","1033","0","","PETSequence",
"HIP$CLID","","2052","0","高压锁模","PETSequence",
"HIP$CLID","","1028","0","高壓鎖模","PETSequence",
"HIP$CLID","","1033","0","","PETSequence",
"Restore Stand","","2052","0","恢复标准点","PETSequence",
"Restore Stand","","1028","0","恢復標準點","PETSequence",
"Restore Stand","","1033","0","","PETSequence",
"NOZ$BWD","","2052","0","座台退","PETSequence",
"NOZ$BWD","","1028","0","座台退","PETSequence",
"NOZ$BWD","","1033","0","","PETSequence",
"INJ2ND","","2052","0","射出二","PETSequence",
"INJ2ND","","1028","0","射出二","PETSequence",
"INJ2ND","","1033","0","","PETSequence",
"OPN$SLW2","","2052","0","开模二慢","PETSequence",
"OPN$SLW2","","1028","0","開模二慢","PETSequence",
"OPN$SLW2","","1033","0","","PETSequence",
"OPN$FST","","2052","0","开模快速","PETSequence",
"OPN$FST","","1028","0","開模快速","PETSequence",
"OPN$FST","","1033","0","","PETSequence",
"PETDesigner","1","2052","0","","PET",
"PETDesigner","1","1028","0","","PET",
"PETDesigner","1","1033","0","PETDesigner","PET",
"Save All Data|Save All Page's Data","1","2052","0","保存所有|保存所有页面数据","PETDesigner",
"Save All Data|Save All Page's Data","1","1028","0","保存所有|保存所有頁面數據","PETDesigner",
"Save All Data|Save All Page's Data","1","1033","0","","PETDesigner",
"Filter:","1","2052","0","过滤内容：","PETDesigner",
"Filter:","1","1028","0","過濾內容：","PETDesigner",
"Filter:","1","1033","0","","PETDesigner",
"Analog Output (Proportional Valve)","1","2052","0","类比输出（比例阀）/ Analog Output (Proportional Valve)","PETDesigner",
"Analog Output (Proportional Valve)","1","1028","0","類比輸出（比例閥）/ Analog Output (Proportional Valve)","PETDesigner",
"Analog Output (Proportional Valve)","1","1033","0","","PETDesigner",
"About PET...","1","2052","0","关于PET...","PETDesigner",
"About PET...","1","1028","0","關于PET...","PETDesigner",
"About PET...","1","1033","0","","PETDesigner",
"Open/Close Potention Meter","1","2052","0","开关模位置尺","PETDesigner",
"Open/Close Potention Meter","1","1028","0","開關模位置尺","PETDesigner",
"Open/Close Potention Meter","1","1033","0","","PETDesigner",
"Projec&t","1","2052","0","项目(&T)","PETDesigner",
"Projec&t","1","1028","0","專案(&T)","PETDesigner",
"Projec&t","1","1033","0","","PETDesigner",
"Temperature Parameter","1","2052","0","温度参数","PETDesigner",
"Temperature Parameter","1","1028","0","溫度參數","PETDesigner",
"Temperature Parameter","1","1033","0","","PETDesigner",
"Commen:+ Manual Output    ⊕Auto Output    □MOLD HT ADJ    ◎Depending on configuration data","1","2052","0","注释： + 手动输出    ⊕自动输出    □粗调模    ◎视设定资料而定","PETDesigner",
"Commen:+ Manual Output    ⊕Auto Output    □MOLD HT ADJ    ◎Depending on configuration data","1","1028","0","注釋： + 手動輸出,    ⊕自動輸出    □粗調模    ◎視資設定料而定","PETDesigner",
"Commen:+ Manual Output    ⊕Auto Output    □MOLD HT ADJ    ◎Depending on configuration data","1","1033","0","","PETDesigner",
"View Command","1","2052","0","查看命令","PETDesigner",
"View Command","1","1028","0","查看命令","PETDesigner",
"View Command","1","1033","0","","PETDesigner",
"View Controller","1","2052","0","查看控制器(&V)","PETDesigner",
"View Controller","1","1028","0","查看控制器(&V)","PETDesigner",
"View Controller","1","1033","0","","PETDesigner",
"No project can be open,please select a project!","1","2052","0","没有项目可以被打开，请选择一个项目后打开！","PETDesigner",
"No project can be open,please select a project!","1","1028","0","沒有項目可以被打開，請選擇一個項目后打開！","PETDesigner",
"No project can be open,please select a project!","1","1033","0","","PETDesigner",
"Comment: ","1","2052","0","注释：","PETDesigner",
"Comment: ","1","1028","0","注釋：","PETDesigner",
"Comment: ","1","1033","0","","PETDesigner",
"Address:","1","2052","0","地址：","PETDesigner",
"Address:","1","1028","0","地址：","PETDesigner",
"Address:","1","1033","0","","PETDesigner",
"Data Tree","1","2052","0","数据区","PETDesigner",
"Data Tree","1","1028","0","數據區","PETDesigner",
"Data Tree","1","1033","0","","PETDesigner",
"Classification by type","1","2052","0","按类型分类","PETDesigner",
"Classification by type","1","1028","0","按類型分類","PETDesigner",
"Classification by type","1","1033","0","","PETDesigner",
"Classification by component","1","2052","0","按元件分类","PETDesigner",
"Classification by component","1","1028","0","按元件分類","PETDesigner",
"Classification by component","1","1033","0","","PETDesigner",
"Classification by motion","1","2052","0","按动作分类","PETDesigner",
"Classification by motion","1","1028","0","按動作分類","PETDesigner",
"Classification by motion","1","1033","0","","PETDesigner",
"<All Type>","1","2052","0","<所有类型>","PETDesigner",
"<All Type>","1","1028","0","<所有類型>","PETDesigner",
"<All Type>","1","1033","0","","PETDesigner",
"Data valid number is 4","1","2052","0","数据有效位为4位！","PETDesigner",
"Data valid number is 4","1","1028","0","數據有效位為4位！","PETDesigner",
"Data valid number is 4","1","1033","0","","PETDesigner",
"Add a new Master Source","1","2052","0","添加一个新Master源","PETDesigner",
"Add a new Master Source","1","1028","0","添加一個新Master源","PETDesigner",
"Add a new Master Source","1","1033","0","","PETDesigner",
"CLASSIFY","1","2052","0","分类","PETDesigner",
"CLASSIFY","1","1028","0","分類","PETDesigner",
"CLASSIFY","1","1033","0","","PETDesigner",
"Version information cannot be empty!","1","2052","0","版本信息不能为空值！","PETDesigner",
"Version information cannot be empty!","1","1028","0","版本信息不能為空值！","PETDesigner",
"Version information cannot be empty!","1","1033","0","","PETDesigner",
"Filter and Choose a Customer","1","2052","0","过滤查找客户","PETDesigner",
"Filter and Choose a Customer","1","1028","0","過濾查找客戶","PETDesigner",
"Filter and Choose a Customer","1","1033","0","","PETDesigner",
"Segment：","1","2052","0","段数：","PETDesigner",
"Segment：","1","1028","0","段數：","PETDesigner",
"Segment：","1","1033","0","","PETDesigner",
"No use PTM in the project.","1","2052","0","专案中没有使用位置尺！","PETDesigner",
"No use PTM in the project.","1","1028","0","專案中沒有使用位置尺！","PETDesigner",
"No use PTM in the project.","1","1033","0","","PETDesigner",
"OPN/CLS-PTM","1","2052","0","开关模尺","PETDesigner",
"OPN/CLS-PTM","1","1028","0","開關模尺","PETDesigner",
"OPN/CLS-PTM","1","1033","0","","PETDesigner",
"&Shipment","1","2052","0","出货(&S)","PETDesigner",
"&Shipment","1","1028","0","出貨(&S)","PETDesigner",
"&Shipment","1","1033","0","","PETDesigner",
"Version：","1","2052","0","版本：","PETDesigner",
"Version：","1","1028","0","版本：","PETDesigner",
"Version：","1","1033","0","","PETDesigner",
"Normal Property","1","2052","0","一般属性","PETDesigner",
"Normal Property","1","1028","0","一般屬性","PETDesigner",
"Normal Property","1","1033","0","","PETDesigner",
"The lack of required parameters are as follows: %%s","1","2052","0","缺少如下必要参数：%%s","PETDesigner",
"The lack of required parameters are as follows: %%s","1","1028","0","缺少如下必要參數：%%s","PETDesigner",
"The lack of required parameters are as follows: %%s","1","1033","0","","PETDesigner",
"Classification by address","1","2052","0","按地址分类","PETDesigner",
"Classification by address","1","1028","0","按地址分類","PETDesigner",
"Classification by address","1","1033","0","","PETDesigner",
"Description：","1","2052","0","描述：","PETDesigner",
"Description：","1","1028","0","描述：","PETDesigner",
"Description：","1","1033","0","","PETDesigner",
"Code:","1","2052","0","代码：","PETDesigner",
"Code:","1","1028","0","代碼：","PETDesigner",
"Code:","1","1033","0","","PETDesigner",
"Code: ","1","2052","0","编码：","PETDesigner",
"Code: ","1","1028","0","編碼：","PETDesigner",
"Code: ","1","1033","0","","PETDesigner",
"Potention Parameters","1","2052","0","位置尺参数","PETDesigner",
"Potention Parameters","1","1028","0","位置尺參數","PETDesigner",
"Potention Parameters","1","1033","0","","PETDesigner",
"Potention Travel","1","2052","0","位置尺行程","PETDesigner",
"Potention Travel","1","1028","0","位置尺行程","PETDesigner",
"Potention Travel","1","1033","0","","PETDesigner",
"&Delete Data","1","2052","0","删除数据(&D)","PETDesigner",
"&Delete Data","1","1028","0","刪除數據(&D)","PETDesigner",
"&Delete Data","1","1033","0","","PETDesigner",
"This Year","1","2052","0","今年","PETDesigner",
"This Year","1","1028","0","今年","PETDesigner",
"This Year","1","1033","0","","PETDesigner",
"Cancel|Cancel Current Operate or Restore Default Value","1","2052","0","取消|取消当前操作，或回复默认值","PETDesigner",
"Cancel|Cancel Current Operate or Restore Default Value","1","1028","0","取消|取消當前操作，或回復默認值","PETDesigner",
"Cancel|Cancel Current Operate or Restore Default Value","1","1033","0","","PETDesigner",
